0.00000e+00		-8.15490e+02		4.30519e+00		2.45861e-02		1.23608e+02		4.04833e+00		1.63489e-01		-1.10984e-14		
1.49896e+04		-8.26111e+02		1.47253e+01		1.88980e-02		4.41685e+02		4.04866e+00		1.63066e-01		-1.29853e-14		
2.99792e+04		-8.38112e+02		2.64564e+01		1.24359e-02		7.99781e+02		4.04887e+00		1.62858e-01		-1.40529e-14		
4.49689e+04		-8.47417e+02		3.55529e+01		7.40757e-03		1.07745e+03		4.04900e+00		1.62878e-01		-1.42517e-14		
5.99585e+04		-8.52212e+02		4.01985e+01		4.90807e-03		1.21926e+03		4.04909e+00		1.63044e-01		-1.35955e-14		
7.49481e+04		-8.52444e+02		4.03538e+01		5.16556e-03		1.22400e+03		4.04918e+00		1.63227e-01		-1.21637e-14		
8.99377e+04		-8.49017e+02		3.68945e+01		7.55379e-03		1.11841e+03		4.04931e+00		1.63326e-01		-1.00972e-14		
1.04927e+05		-8.43220e+02		3.11677e+01		1.09763e-02		9.43596e+02		4.04950e+00		1.63328e-01		-7.58633e-15		
1.19917e+05		-8.36893e+02		2.49914e+01		1.44084e-02		7.55062e+02		4.04975e+00		1.63321e-01		-4.85470e-15		
1.34907e+05		-8.32052e+02		2.03058e+01		1.69583e-02		6.12031e+02		4.05005e+00		1.63438e-01		-2.13780e-15		
1.49896e+05		-8.30015e+02		1.83520e+01		1.79105e-02		5.52392e+02		4.05036e+00		1.63776e-01		3.38437e-16		
1.64886e+05		-8.30770e+02		1.90967e+01		1.71966e-02		5.75124e+02		4.05066e+00		1.64341e-01		2.37752e-15		
1.79875e+05		-8.33168e+02		2.14383e+01		1.54474e-02		6.46603e+02		4.05093e+00		1.65056e-01		3.82771e-15		
1.94865e+05		-8.35771e+02		2.39867e+01		1.34798e-02		7.24391e+02		4.05117e+00		1.65816e-01		4.59200e-15		
2.09855e+05		-8.37546e+02		2.57295e+01		1.18996e-02		7.77593e+02		4.05137e+00		1.66538e-01		4.63250e-15		
2.24844e+05		-8.38050e+02		2.62319e+01		1.11713e-02		7.92929e+02		4.05157e+00		1.67159e-01		3.96982e-15		
2.39834e+05		-8.37289e+02		2.55139e+01		1.13356e-02		7.71010e+02		4.05177e+00		1.67632e-01		2.67804e-15		
2.54824e+05		-8.35609e+02		2.39235e+01		1.21550e-02		7.22463e+02		4.05198e+00		1.67934e-01		8.75921e-16		
2.69813e+05		-8.33603e+02		2.20427e+01		1.32583e-02		6.65051e+02		4.05221e+00		1.68063e-01		-1.28492e-15		
2.84803e+05		-8.31936e+02		2.05091e+01		1.42046e-02		6.18238e+02		4.05246e+00		1.68025e-01		-3.63407e-15		
2.99792e+05		-8.31148e+02		1.98381e+01		1.46139e-02		5.97756e+02		4.05271e+00		1.67805e-01		-5.99772e-15		
3.14782e+05		-8.31537e+02		2.03050e+01		1.42776e-02		6.12007e+02		4.05296e+00		1.67385e-01		-8.21398e-15		
3.29772e+05		-8.33117e+02		2.18929e+01		1.32036e-02		6.60480e+02		4.05319e+00		1.66787e-01		-1.01464e-14		
3.44761e+05		-8.35566e+02		2.42730e+01		1.15999e-02		7.33131e+02		4.05340e+00		1.66122e-01		-1.16936e-14		
3.59751e+05		-8.38256e+02		2.68361e+01		1.00089e-02		8.11371e+02		4.05357e+00		1.65583e-01		-1.27947e-14		
3.74741e+05		-8.40408e+02		2.88456e+01		8.86936e-03		8.72714e+02		4.05373e+00		1.65371e-01		-1.34287e-14		
3.89730e+05		-8.41367e+02		2.96882e+01		8.38817e-03		8.98434e+02		4.05387e+00		1.65608e-01		-1.36106e-14		
4.04720e+05		-8.40834e+02		2.90806e+01		8.69147e-03		8.79887e+02		4.05402e+00		1.66296e-01		-1.33842e-14		
4.19709e+05		-8.38920e+02		2.71507e+01		9.72380e-03		8.20974e+02		4.05419e+00		1.67333e-01		-1.28144e-14		
4.34699e+05		-8.36146e+02		2.44237e+01		1.12696e-02		7.37732e+02		4.05439e+00		1.68564e-01		-1.19800e-14		
4.49689e+05		-8.33340e+02		2.17176e+01		1.28985e-02		6.55128e+02		4.05461e+00		1.69826e-01		-1.09678e-14		
4.64678e+05		-8.31444e+02		1.99249e+01		1.39928e-02		6.00405e+02		4.05486e+00		1.70983e-01		-9.86806e-15		
4.79668e+05		-8.31101e+02		1.96507e+01		1.41753e-02		5.92034e+02		4.05511e+00		1.71929e-01		-8.77068e-15		
4.94658e+05		-8.32330e+02		2.09020e+01		1.33849e-02		6.30232e+02		4.05534e+00		1.72583e-01		-7.76122e-15		
5.09647e+05		-8.34520e+02		2.30910e+01		1.19323e-02		6.97052e+02		4.05555e+00		1.72894e-01		-6.91607e-15		
5.24637e+05		-8.36776e+02		2.53680e+01		1.03769e-02		7.66557e+02		4.05573e+00		1.72858e-01		-6.29651e-15		
5.39626e+05		-8.38376e+02		2.70279e+01		9.11455e-03		8.17225e+02		4.05589e+00		1.72506e-01		-5.94248e-15		
5.54616e+05		-8.38962e+02		2.77130e+01		8.40041e-03		8.38139e+02		4.05604e+00		1.71870e-01		-5.86691e-15		
5.69606e+05		-8.38529e+02		2.74141e+01		8.32130e-03		8.29016e+02		4.05618e+00		1.70947e-01		-6.05219e-15		
5.84595e+05		-8.37342e+02		2.63724e+01		8.73586e-03		7.97216e+02		4.05633e+00		1.69710e-01		-6.44985e-15		
5.99585e+05		-8.35770e+02		2.49470e+01		9.32002e-03		7.53705e+02		4.05650e+00		1.68114e-01		-6.98420e-15		
6.14575e+05		-8.34225e+02		2.35385e+01		9.90616e-03		7.10713e+02		4.05667e+00		1.66123e-01		-7.55905e-15		
6.29564e+05		-8.33111e+02		2.25213e+01		1.03694e-02		6.79662e+02		4.05685e+00		1.63717e-01		-8.06679e-15		
6.44554e+05		-8.32683e+02		2.21358e+01		1.05145e-02		6.67892e+02		4.05703e+00		1.60897e-01		-8.39795e-15		
6.59543e+05		-8.32970e+02		2.24024e+01		1.02892e-02		6.76030e+02		4.05721e+00		1.57731e-01		-8.45050e-15		
6.74533e+05		-8.33771e+02		2.31321e+01		9.84234e-03		6.98306e+02		4.05739e+00		1.54398e-01		-8.13792e-15		
6.89523e+05		-8.34769e+02		2.40240e+01		9.35560e-03		7.25533e+02		4.05755e+00		1.51187e-01		-7.39537e-15		
7.04512e+05		-8.35611e+02		2.47486e+01		9.00130e-03		7.47651e+02		4.05771e+00		1.48440e-01		-6.18374e-15		
7.19502e+05		-8.36033e+02		2.50684e+01		8.96496e-03		7.57414e+02		4.05786e+00		1.46451e-01		-4.49122e-15		
7.34492e+05		-8.35981e+02		2.49505e+01		9.27236e-03		7.53812e+02		4.05803e+00		1.45377e-01		-2.33327e-15		
7.49481e+05		-8.35638e+02		2.45775e+01		9.75081e-03		7.42426e+02		4.05820e+00		1.45204e-01		2.48760e-16		
7.64471e+05		-8.35319e+02		2.42517e+01		1.01735e-02		7.32483e+02		4.05837e+00		1.45785e-01		3.19007e-15		
7.79460e+05		-8.35301e+02		2.42276e+01		1.02965e-02		7.31746e+02		4.05855e+00		1.46926e-01		6.40558e-15		
7.94450e+05		-8.35642e+02		2.45477e+01		1.01273e-02		7.41517e+02		4.05873e+00		1.48467e-01		9.79356e-15		
8.09440e+05		-8.36107e+02		2.49980e+01		9.77648e-03		7.55263e+02		4.05890e+00		1.50303e-01		1.32398e-14		
8.24429e+05		-8.36393e+02		2.52992e+01		9.34554e-03		7.64458e+02		4.05907e+00		1.52359e-01		1.66219e-14		
8.39419e+05		-8.36351e+02		2.53134e+01		8.93725e-03		7.64890e+02		4.05922e+00		1.54549e-01		1.98144e-14		
8.54408e+05		-8.36017e+02		2.50754e+01		8.60635e-03		7.57627e+02		4.05937e+00		1.56748e-01		2.26935e-14		
8.69398e+05		-8.35518e+02		2.47071e+01		8.38579e-03		7.46382e+02		4.05952e+00		1.58802e-01		2.51430e-14		
8.84388e+05		-8.34977e+02		2.43136e+01		8.33173e-03		7.34373e+02		4.05966e+00		1.60584e-01		2.70595e-14		
8.99377e+05		-8.34467e+02		2.39390e+01		8.46731e-03		7.22938e+02		4.05981e+00		1.62055e-01		2.83575e-14		
9.14367e+05		-8.34024e+02		2.36044e+01		8.68345e-03		7.12723e+02		4.05996e+00		1.63294e-01		2.89730e-14		
9.29357e+05		-8.33715e+02		2.33668e+01		8.90776e-03		7.05470e+02		4.06012e+00		1.64453e-01		2.88661e-14		
9.44346e+05		-8.33628e+02		2.33099e+01		9.04073e-03		7.03734e+02		4.06028e+00		1.65677e-01		2.80212e-14		
9.59336e+05		-8.33799e+02		2.34798e+01		9.03209e-03		7.08919e+02		4.06044e+00		1.67032e-01		2.64465e-14		
9.74325e+05		-8.34189e+02		2.38529e+01		8.90031e-03		7.20309e+02		4.06059e+00		1.68488e-01		2.41735e-14		
