0.00000e+00		-4.42148e-01		1.03580e+00		1.57771e+00		9.48215e+00		2.91791e+00		1.17382e+01		1.67004e+01		6.76835e+00		1.40096e+00		
2.50000e+03		-4.71665e-01		1.08492e+00		1.66035e+00		9.99198e+00		3.04772e+00		1.23442e+01		1.75602e+01		7.12260e+00		1.47255e+00		
5.00000e+03		-4.99491e-01		1.12331e+00		1.72979e+00		1.04258e+01		3.14419e+00		1.28473e+01		1.82726e+01		7.41923e+00		1.53174e+00		
7.50000e+03		-5.25509e-01		1.15394e+00		1.78936e+00		1.08016e+01		3.21814e+00		1.32748e+01		1.88768e+01		7.67343e+00		1.58194e+00		
1.00000e+04		-5.49290e-01		1.17787e+00		1.83980e+00		1.11219e+01		3.27409e+00		1.36336e+01		1.93829e+01		7.88860e+00		1.62398e+00		
1.25000e+04		-5.70795e-01		1.19626e+00		1.88226e+00		1.13926e+01		3.31584e+00		1.39327e+01		1.98037e+01		8.06941e+00		1.65895e+00		
1.50000e+04		-5.90137e-01		1.21019e+00		1.91799e+00		1.16205e+01		3.34650e+00		1.41813e+01		2.01528e+01		8.22103e+00		1.68800e+00		
1.75000e+04		-6.07492e-01		1.22062e+00		1.94813e+00		1.18127e+01		3.36860e+00		1.43884e+01		2.04427e+01		8.34834e+00		1.71217e+00		
2.00000e+04		-6.23045e-01		1.22829e+00		1.97363e+00		1.19748e+01		3.38406e+00		1.45609e+01		2.06836e+01		8.45534e+00		1.73229e+00		
2.25000e+04		-6.36992e-01		1.23376e+00		1.99523e+00		1.21116e+01		3.39437e+00		1.47048e+01		2.08839e+01		8.54532e+00		1.74904e+00		
2.50000e+04		-6.49517e-01		1.23748e+00		2.01357e+00		1.22269e+01		3.40060e+00		1.48245e+01		2.10500e+01		8.62095e+00		1.76296e+00		
2.75000e+04		-6.60793e-01		1.23978e+00		2.02915e+00		1.23241e+01		3.40360e+00		1.49241e+01		2.11875e+01		8.68448e+00		1.77450e+00		
3.00000e+04		-6.70977e-01		1.24091e+00		2.04242e+00		1.24060e+01		3.40401e+00		1.50067e+01		2.13009e+01		8.73776e+00		1.78401e+00		
3.25000e+04		-6.80213e-01		1.24109e+00		2.05373e+00		1.24748e+01		3.40231e+00		1.50749e+01		2.13940e+01		8.78234e+00		1.79182e+00		
3.50000e+04		-6.88628e-01		1.24047e+00		2.06338e+00		1.25324e+01		3.39887e+00		1.51309e+01		2.14697e+01		8.81951e+00		1.79817e+00		
3.75000e+04		-6.96333e-01		1.23916e+00		2.07161e+00		1.25805e+01		3.39396e+00		1.51765e+01		2.15306e+01		8.85030e+00		1.80326e+00		
4.00000e+04		-7.03426e-01		1.23727e+00		2.07863e+00		1.26203e+01		3.38779e+00		1.52130e+01		2.15786e+01		8.87556e+00		1.80727e+00		
4.25000e+04		-7.09988e-01		1.23485e+00		2.08461e+00		1.26528e+01		3.38054e+00		1.52416e+01		2.16154e+01		8.89600e+00		1.81034e+00		
4.50000e+04		-7.16090e-01		1.23198e+00		2.08967e+00		1.26790e+01		3.37232e+00		1.52634e+01		2.16423e+01		8.91220e+00		1.81256e+00		
4.75000e+04		-7.21791e-01		1.22870e+00		2.09394e+00		1.26995e+01		3.36325e+00		1.52790e+01		2.16605e+01		8.92463e+00		1.81403e+00		
5.00000e+04		-7.27141e-01		1.22505e+00		2.09751e+00		1.27150e+01		3.35342e+00		1.52892e+01		2.16709e+01		8.93370e+00		1.81484e+00		
5.25000e+04		-7.32182e-01		1.22106e+00		2.10047e+00		1.27260e+01		3.34290e+00		1.52946e+01		2.16743e+01		8.93975e+00		1.81504e+00		
5.50000e+04		-7.36950e-01		1.21678e+00		2.10288e+00		1.27330e+01		3.33178e+00		1.52956e+01		2.16714e+01		8.94308e+00		1.81469e+00		
5.75000e+04		-7.41473e-01		1.21223e+00		2.10480e+00		1.27362e+01		3.32010e+00		1.52927e+01		2.16628e+01		8.94395e+00		1.81384e+00		
6.00000e+04		-7.45775e-01		1.20743e+00		2.10630e+00		1.27361e+01		3.30794e+00		1.52863e+01		2.16490e+01		8.94256e+00		1.81253e+00		
6.25000e+04		-7.49877e-01		1.20241e+00		2.10740e+00		1.27330e+01		3.29533e+00		1.52766e+01		2.16305e+01		8.93913e+00		1.81080e+00		
6.50000e+04		-7.53794e-01		1.19719e+00		2.10816e+00		1.27270e+01		3.28233e+00		1.52640e+01		2.16077e+01		8.93380e+00		1.80866e+00		
6.75000e+04		-7.57541e-01		1.19179e+00		2.10860e+00		1.27184e+01		3.26897e+00		1.52487e+01		2.15809e+01		8.92674e+00		1.80616e+00		
