0.00000e+00		5.66973e-66		-1.19917e+03		4.94247e-74		
4.16955e-04		5.69546e-66		-1.19857e+03		2.44563e-73		
8.33910e-04		5.71614e-66		-1.19797e+03		3.50688e-73		
1.25087e-03		5.73500e-66		-1.19737e+03		4.51116e-74		
1.66782e-03		5.75304e-66		-1.19677e+03		1.53811e-73		
2.08478e-03		5.76960e-66		-1.19617e+03		1.17094e-72		
2.50173e-03		5.78472e-66		-1.19557e+03		1.48173e-72		
2.91869e-03		5.80042e-66		-1.19497e+03		6.47306e-75		
3.33564e-03		5.81463e-66		-1.19437e+03		5.77007e-74		
3.75260e-03		5.82920e-66		-1.19377e+03		9.18562e-73		
4.16955e-03		5.84230e-66		-1.19317e+03		3.28981e-73		
4.58651e-03		5.85444e-66		-1.19257e+03		2.61481e-74		
5.00346e-03		5.86597e-66		-1.19197e+03		1.24827e-72		
5.42042e-03		5.87781e-66		-1.19138e+03		2.40247e-73		
5.83737e-03		5.88906e-66		-1.19078e+03		5.51181e-74		
6.25433e-03		5.89915e-66		-1.19018e+03		1.86918e-73		
6.67128e-03		5.90928e-66		-1.18958e+03		2.07337e-72		
7.08824e-03		5.92035e-66		-1.18898e+03		1.00914e-72		
7.50519e-03		5.93121e-66		-1.18838e+03		1.24164e-72		
7.92215e-03		5.94164e-66		-1.18778e+03		2.68376e-72		
8.33910e-03		5.95194e-66		-1.18718e+03		1.33976e-74		
8.75606e-03		5.96200e-66		-1.18658e+03		5.00427e-73		
9.17301e-03		5.97181e-66		-1.18598e+03		1.34730e-74		
9.58997e-03		5.98127e-66		-1.18538e+03		7.98350e-73		
1.00069e-02		5.99048e-66		-1.18478e+03		5.83978e-75		
1.04239e-02		5.99870e-66		-1.18418e+03		4.07603e-74		
1.08408e-02		6.00677e-66		-1.18358e+03		2.17703e-72		
1.12578e-02		6.01466e-66		-1.18298e+03		4.29248e-73		
1.16747e-02		6.02377e-66		-1.18238e+03		4.01108e-74		
1.20917e-02		6.03306e-66		-1.18178e+03		1.15775e-73		
1.25087e-02		6.04188e-66		-1.18118e+03		1.51712e-74		
1.29256e-02		6.05098e-66		-1.18058e+03		1.92807e-72		
1.33426e-02		6.05932e-66		-1.17998e+03		3.92468e-72		
1.37595e-02		6.06806e-66		-1.17938e+03		1.32840e-72		
1.41765e-02		6.07763e-66		-1.17878e+03		2.32907e-73		
1.45934e-02		6.08699e-66		-1.17818e+03		1.09325e-75		
1.50104e-02		6.09615e-66		-1.17758e+03		2.58162e-72		
1.54273e-02		6.10515e-66		-1.17699e+03		1.40577e-72		
1.58443e-02		6.11447e-66		-1.17639e+03		1.16269e-73		
1.62612e-02		6.12365e-66		-1.17579e+03		4.50451e-75		
1.66782e-02		6.13210e-66		-1.17519e+03		1.42853e-72		
1.70952e-02		6.14022e-66		-1.17459e+03		2.54662e-72		
1.75121e-02		6.14877e-66		-1.17399e+03		2.66679e-72		
1.79291e-02		6.15707e-66		-1.17339e+03		6.69757e-73		
1.83460e-02		6.16543e-66		-1.17279e+03		1.69656e-76		
1.87630e-02		6.17371e-66		-1.17219e+03		1.60707e-72		
1.91799e-02		6.18216e-66		-1.17159e+03		3.42197e-72		
1.95969e-02		6.18975e-66		-1.17099e+03		3.65054e-73		
2.00138e-02		6.19708e-66		-1.17039e+03		4.56162e-72		
2.04308e-02		6.20457e-66		-1.16979e+03		1.25762e-73		
2.08478e-02		6.21137e-66		-1.16919e+03		1.22587e-74		
2.12647e-02		6.21805e-66		-1.16859e+03		2.58915e-73		
2.16817e-02		6.22445e-66		-1.16799e+03		4.74671e-72		
2.20986e-02		6.23124e-66		-1.16739e+03		1.95795e-75		
2.25156e-02		6.23757e-66		-1.16679e+03		9.49054e-75		
2.29325e-02		6.24454e-66		-1.16619e+03		2.95724e-73		
2.33495e-02		6.25239e-66		-1.16559e+03		1.89854e-75		
2.37664e-02		6.26048e-66		-1.16499e+03		2.45476e-73		
2.41834e-02		6.26864e-66		-1.16439e+03		3.84057e-74		
2.46004e-02		6.27688e-66		-1.16379e+03		1.86922e-74		
2.50173e-02		6.28461e-66		-1.16319e+03		3.09146e-73		
2.54343e-02		6.29314e-66		-1.16260e+03		1.82263e-75		
2.58512e-02		6.30234e-66		-1.16200e+03		4.54379e-73		
2.62682e-02		6.31140e-66		-1.16140e+03		6.31618e-72		
2.66851e-02		6.32063e-66		-1.16080e+03		3.80515e-73		
2.71021e-02		6.32985e-66		-1.16020e+03		8.98985e-74		
2.75190e-02		6.33945e-66		-1.15960e+03		4.37899e-72		
2.79360e-02		6.34846e-66		-1.15900e+03		1.78006e-73		
2.83529e-02		6.35795e-66		-1.15840e+03		3.82481e-74		
2.87699e-02		6.36799e-66		-1.15780e+03		1.71492e-73		
2.91869e-02		6.37751e-66		-1.15720e+03		1.18529e-73		
2.96038e-02		6.38615e-66		-1.15660e+03		3.04419e-74		
3.00208e-02		6.39489e-66		-1.15600e+03		2.38665e-73		
3.04377e-02		6.40487e-66		-1.15540e+03		7.79895e-74		
3.08547e-02		6.41598e-66		-1.15480e+03		3.80232e-73		
3.12716e-02		6.42720e-66		-1.15420e+03		2.35652e-72		
3.16886e-02		6.43742e-66		-1.15360e+03		1.47109e-73		
3.21055e-02		6.44734e-66		-1.15300e+03		1.79392e-72		
3.25225e-02		6.45727e-66		-1.15240e+03		2.09669e-73		
3.29395e-02		6.46668e-66		-1.15180e+03		2.02235e-74		
3.33564e-02		6.47564e-66		-1.15120e+03		4.08022e-76		
3.37734e-02		6.48355e-66		-1.15060e+03		2.69276e-75		
