0.00000e+00		-8.15598e+02		9.79367e+01		4.15888e+00		
1.50000e+04		-8.25904e+02		6.83941e+01		1.44620e+01		
3.00000e+04		-8.37739e+02		3.40265e+01		2.62932e+01		
4.50000e+04		-8.47117e+02		6.58867e+00		3.56670e+01		
6.00000e+04		-8.52132e+02		-7.63491e+00		4.06813e+01		
7.50000e+04		-8.52619e+02		-7.32858e+00		4.11715e+01		
9.00000e+04		-8.49403e+02		4.74232e+00		3.79563e+01		
1.05000e+05		-8.43709e+02		2.32362e+01		3.22629e+01		
1.20000e+05		-8.37319e+02		4.26268e+01		2.58727e+01		
1.35000e+05		-8.32254e+02		5.78331e+01		2.08086e+01		
1.50000e+05		-8.29928e+02		6.46840e+01		1.84848e+01		
1.65000e+05		-8.30463e+02		6.24650e+01		1.90185e+01		
1.80000e+05		-8.32800e+02		5.42418e+01		2.13563e+01		
1.95000e+05		-8.35502e+02		4.43750e+01		2.40602e+01		
2.10000e+05		-8.37474e+02		3.62845e+01		2.60315e+01		
2.25000e+05		-8.38200e+02		3.24635e+01		2.67558e+01		
2.40000e+05		-8.37637e+02		3.34005e+01		2.61936e+01		
2.55000e+05		-8.36092e+02		3.80050e+01		2.46483e+01		
2.70000e+05		-8.34134e+02		4.43428e+01		2.26931e+01		
2.85000e+05		-8.32436e+02		5.00903e+01		2.09938e+01		
3.00000e+05		-8.31568e+02		5.31416e+01		2.01257e+01		
3.15000e+05		-8.31868e+02		5.22525e+01		2.04268e+01		
3.30000e+05		-8.33375e+02		4.73330e+01		2.19338e+01		
3.45000e+05		-8.35786e+02		3.93456e+01		2.43425e+01		
3.60000e+05		-8.38486e+02		3.09874e+01		2.70397e+01		
3.75000e+05		-8.40691e+02		2.47291e+01		2.92451e+01		
3.90000e+05		-8.41729e+02		2.20063e+01		3.02852e+01		
4.05000e+05		-8.41263e+02		2.36938e+01		2.98178e+01		
4.20000e+05		-8.39364e+02		2.95461e+01		2.79182e+01		
4.35000e+05		-8.36537e+02		3.83481e+01		2.50925e+01		
4.50000e+05		-8.33619e+02		4.77325e+01		2.21749e+01		
4.65000e+05		-8.31578e+02		5.44028e+01		2.01365e+01		
4.80000e+05		-8.31124e+02		5.61722e+01		1.96822e+01		
4.95000e+05		-8.32333e+02		5.25465e+01		2.08910e+01		
5.10000e+05		-8.34625e+02		4.51396e+01		2.31822e+01		
5.25000e+05		-8.37089e+02		3.69265e+01		2.56456e+01		
5.40000e+05		-8.38942e+02		3.03264e+01		2.74984e+01		
5.55000e+05		-8.39762e+02		2.68066e+01		2.83162e+01		
5.70000e+05		-8.39497e+02		2.68721e+01		2.80525e+01		
5.85000e+05		-8.38395e+02		2.97411e+01		2.69507e+01		
6.00000e+05		-8.36841e+02		3.37439e+01		2.53964e+01		
6.15000e+05		-8.35278e+02		3.77554e+01		2.38342e+01		
6.30000e+05		-8.34143e+02		4.09177e+01		2.26990e+01		
6.45000e+05		-8.33715e+02		4.21090e+01		2.22717e+01		
6.60000e+05		-8.34025e+02		4.10768e+01		2.25815e+01		
6.75000e+05		-8.34847e+02		3.86419e+01		2.34048e+01		
6.90000e+05		-8.35842e+02		3.59977e+01		2.43986e+01		
7.05000e+05		-8.36629e+02		3.41315e+01		2.51866e+01		
7.20000e+05		-8.36954e+02		3.40571e+01		2.55114e+01		
7.35000e+05		-8.36791e+02		3.58789e+01		2.53486e+01		
