0.00000e+00		-nan		
8.33910e-04		-nan		
1.66782e-03		-nan		
2.50173e-03		-nan		
3.33564e-03		-nan		
4.16955e-03		-nan		
5.00346e-03		-nan		
5.83737e-03		-nan		
6.67128e-03		-nan		
7.50519e-03		-nan		
8.33910e-03		-nan		
9.17301e-03		-nan		
1.00069e-02		-nan		
1.08408e-02		-nan		
1.16747e-02		-nan		
1.25087e-02		-nan		
1.33426e-02		-nan		
1.41765e-02		-nan		
1.50104e-02		-nan		
1.58443e-02		-nan		
1.66782e-02		-nan		
1.75121e-02		-nan		
1.83460e-02		-nan		
1.91799e-02		-nan		
2.00138e-02		-nan		
2.08478e-02		-nan		
2.16817e-02		-nan		
2.25156e-02		-nan		
2.33495e-02		-nan		
2.41834e-02		-nan		
2.50173e-02		-nan		
2.58512e-02		-nan		
2.66851e-02		-nan		
2.75190e-02		-nan		
2.83529e-02		-nan		
2.91869e-02		-nan		
3.00208e-02		-nan		
3.08547e-02		-nan		
3.16886e-02		-nan		
3.25225e-02		-nan		
3.33564e-02		-nan		
3.41903e-02		-nan		
3.50242e-02		-nan		
3.58581e-02		-nan		
3.66921e-02		-nan		
3.75260e-02		-nan		
3.83599e-02		-nan		
3.91938e-02		-nan		
4.00277e-02		-nan		
4.08616e-02		-nan		
4.16955e-02		-nan		
4.25294e-02		-nan		
4.33633e-02		-nan		
4.41972e-02		-nan		
4.50312e-02		-nan		
4.58651e-02		-nan		
4.66990e-02		-nan		
4.75329e-02		-nan		
4.83668e-02		-nan		
4.92007e-02		-nan		
5.00346e-02		-nan		
5.08685e-02		-nan		
5.17024e-02		-nan		
5.25363e-02		-nan		
5.33703e-02		-nan		
5.42042e-02		-nan		
5.50381e-02		-nan		
5.58720e-02		-nan		
5.67059e-02		-nan		
5.75398e-02		-nan		
5.83737e-02		-nan		
5.92076e-02		-nan		
6.00415e-02		-nan		
6.08754e-02		-nan		
6.17094e-02		-nan		
6.25433e-02		-nan		
6.33772e-02		-nan		
6.42111e-02		-nan		
6.50450e-02		-nan		
6.58789e-02		-nan		
6.67128e-02		-nan		
6.75467e-02		-nan		
6.83806e-02		-nan		
6.92146e-02		-nan		
7.00485e-02		-nan		
7.08824e-02		-nan		
7.17163e-02		-nan		
7.25502e-02		-nan		
7.33841e-02		-nan		
7.42180e-02		-nan		
7.50519e-02		-nan		
7.58858e-02		-nan		
7.67197e-02		-nan		
7.75537e-02		-nan		
7.83876e-02		-nan		
7.92215e-02		-nan		
8.00554e-02		-nan		
8.08893e-02		-nan		
8.17232e-02		-nan		
8.25571e-02		-nan		
8.33910e-02		-nan		
8.42249e-02		-nan		
8.50588e-02		-nan		
8.58928e-02		-nan		
8.67267e-02		-nan		
8.75606e-02		-nan		
8.83945e-02		-nan		
8.92284e-02		-nan		
9.00623e-02		-nan		
9.08962e-02		-nan		
9.17301e-02		-nan		
9.25640e-02		-nan		
9.33979e-02		-nan		
9.42319e-02		-nan		
9.50658e-02		-nan		
9.58997e-02		-nan		
9.67336e-02		-nan		
9.75675e-02		-nan		
9.84014e-02		-nan		
9.92353e-02		-nan		
1.00069e-01		-nan		
1.00903e-01		-nan		
1.01737e-01		-nan		
1.02571e-01		-nan		
1.03405e-01		-nan		
1.04239e-01		-nan		
1.05073e-01		-nan		
1.05907e-01		-nan		
1.06741e-01		-nan		
1.07574e-01		-nan		
1.08408e-01		-nan		
1.09242e-01		-nan		
1.10076e-01		-nan		
1.10910e-01		-nan		
1.11744e-01		-nan		
1.12578e-01		-nan		
1.13412e-01		-nan		
1.14246e-01		-nan		
1.15080e-01		-nan		
1.15914e-01		-nan		
1.16747e-01		-nan		
1.17581e-01		-nan		
1.18415e-01		-nan		
1.19249e-01		-nan		
1.20083e-01		-nan		
1.20917e-01		-nan		
1.21751e-01		-nan		
1.22585e-01		-nan		
1.23419e-01		-nan		
1.24253e-01		-nan		
1.25087e-01		-nan		
1.25920e-01		-nan		
1.26754e-01		-nan		
1.27588e-01		-nan		
1.28422e-01		-nan		
1.29256e-01		-nan		
1.30090e-01		-nan		
1.30924e-01		-nan		
1.31758e-01		-nan		
1.32592e-01		-nan		
1.33426e-01		-nan		
1.34260e-01		-nan		
1.35093e-01		-nan		
1.35927e-01		-nan		
1.36761e-01		-nan		
1.37595e-01		-nan		
1.38429e-01		-nan		
1.39263e-01		-nan		
1.40097e-01		-nan		
1.40931e-01		-nan		
1.41765e-01		-nan		
1.42599e-01		-nan		
1.43433e-01		-nan		
1.44266e-01		-nan		
1.45100e-01		-nan		
1.45934e-01		-nan		
1.46768e-01		-nan		
1.47602e-01		-nan		
1.48436e-01		-nan		
